383.528,-13.566,376.117,0.000,63.332,-77.389
383.536,-13.535,376.120,0.000,63.332,-77.389
383.541,-13.510,376.124,0.000,63.332,-77.389
383.560,-13.489,376.115,0.000,63.332,-77.389
383.790,-13.472,376.120,0.000,63.332,-77.389
384.116,-13.460,376.146,0.000,63.332,-77.389
384.443,-13.450,376.150,0.000,63.332,-77.389
384.762,-13.442,376.144,0.000,63.332,-77.389
385.094,-13.435,376.146,0.000,63.332,-77.389
385.423,-13.431,376.144,0.000,63.332,-77.389
385.754,-13.428,376.136,0.000,63.332,-77.389
386.074,-13.422,376.124,0.000,63.332,-77.389
386.403,-13.419,376.118,0.000,63.332,-77.389
386.734,-13.415,376.125,0.000,63.332,-77.389
387.068,-13.413,376.122,0.000,63.332,-77.389
387.401,-13.410,376.125,0.000,63.332,-77.389
387.735,-13.408,376.126,0.000,63.332,-77.389
388.070,-13.406,376.134,0.000,63.332,-77.389
388.399,-13.403,376.131,0.000,63.332,-77.389
388.746,-13.400,376.139,0.000,63.332,-77.389
389.078,-13.397,376.131,0.000,63.332,-77.389
389.415,-13.394,376.135,0.000,63.332,-77.389
389.749,-13.390,376.139,0.000,63.332,-77.389
390.085,-13.386,376.140,0.000,63.332,-77.389
390.408,-13.382,376.123,0.000,63.332,-77.389
390.733,-13.378,376.120,0.000,63.332,-77.389
391.068,-13.372,376.125,0.000,63.332,-77.389
391.400,-13.367,376.126,0.000,63.332,-77.389
391.740,-13.361,376.125,0.000,63.332,-77.389
392.072,-13.355,376.126,0.000,63.332,-77.389
392.404,-13.350,376.121,0.000,63.332,-77.389
392.731,-13.345,376.114,0.000,63.332,-77.389
393.079,-13.338,376.122,0.000,63.332,-77.389
393.415,-13.333,376.127,0.000,63.332,-77.389
393.750,-13.327,376.128,0.000,63.332,-77.389
394.080,-13.321,376.125,0.000,63.332,-77.389
394.414,-13.314,376.126,0.000,63.332,-77.389
394.739,-13.308,376.128,0.000,63.332,-77.389
395.069,-13.302,376.125,0.000,63.332,-77.389
395.396,-13.296,376.108,0.000,63.332,-77.389
395.732,-13.293,376.109,0.000,63.332,-77.389
396.066,-13.288,376.109,0.000,63.332,-77.389
396.396,-13.285,376.107,0.000,63.332,-77.389
396.731,-13.282,376.102,0.000,63.332,-77.389
397.064,-13.280,376.099,0.000,63.332,-77.389
397.411,-13.278,376.122,0.000,63.332,-77.389
397.744,-13.276,376.123,0.000,63.332,-77.389
398.078,-13.275,376.120,0.000,63.332,-77.389
398.412,-13.275,376.109,0.000,63.332,-77.389
398.750,-13.274,376.116,0.000,63.332,-77.389
399.071,-13.275,376.098,0.000,63.332,-77.389
399.399,-13.277,376.090,0.000,63.332,-77.389
399.731,-13.278,376.083,0.000,63.332,-77.389
400.070,-13.280,376.091,0.000,63.332,-77.389
400.407,-13.282,376.095,0.000,63.332,-77.389
400.736,-13.285,376.089,0.000,63.332,-77.389
401.067,-13.288,376.089,0.000,63.332,-77.389
401.410,-13.292,376.101,0.000,63.332,-77.389
401.746,-13.297,376.096,0.000,63.332,-77.389
402.074,-13.303,376.080,0.000,63.332,-77.389
402.413,-13.308,376.084,0.000,63.332,-77.389
402.749,-13.314,376.094,0.000,63.332,-77.389
403.082,-13.318,376.094,0.000,63.332,-77.389
403.404,-13.323,376.074,0.000,63.332,-77.389
403.736,-13.328,376.080,0.000,63.332,-77.389
404.068,-13.331,376.078,0.000,63.332,-77.389
404.403,-13.338,376.082,0.000,63.332,-77.389
404.728,-13.341,376.070,0.000,63.332,-77.389
405.066,-13.345,376.066,0.000,63.332,-77.389
405.400,-13.348,376.065,0.000,63.332,-77.389
405.750,-13.352,376.077,0.000,63.332,-77.389
406.075,-13.356,376.069,0.000,63.332,-77.389
406.414,-13.359,376.070,0.000,63.332,-77.389
406.748,-13.361,376.072,0.000,63.332,-77.389
407.087,-13.363,376.078,0.000,63.332,-77.389
407.405,-13.364,376.060,0.000,63.332,-77.389
407.738,-13.366,376.061,0.000,63.332,-77.389
408.068,-13.366,376.051,0.000,63.332,-77.389
408.409,-13.366,376.053,0.000,63.332,-77.389
408.739,-13.366,376.043,0.000,63.332,-77.389
409.075,-13.366,376.047,0.000,63.332,-77.389
409.401,-13.365,376.043,0.000,63.332,-77.389
409.743,-13.363,376.045,0.000,63.332,-77.389
410.076,-13.360,376.047,0.000,63.332,-77.389
410.416,-13.358,376.052,0.000,63.332,-77.389
410.746,-13.354,376.057,0.000,63.332,-77.389
411.085,-13.350,376.056,0.000,63.332,-77.389
411.404,-13.346,376.037,0.000,63.332,-77.389
411.734,-13.342,376.029,0.000,63.332,-77.389
412.064,-13.337,376.021,0.000,63.332,-77.389
412.401,-13.334,376.026,0.000,63.332,-77.389
412.731,-13.330,376.020,0.000,63.332,-77.389
413.064,-13.327,376.014,0.000,63.332,-77.389
413.395,-13.322,376.018,0.000,63.332,-77.389
413.740,-13.320,376.030,0.000,63.332,-77.389
414.075,-13.317,376.030,0.000,63.332,-77.389
414.409,-13.314,376.015,0.000,63.332,-77.389
414.745,-13.311,376.018,0.000,63.332,-77.389
415.084,-13.309,376.018,0.000,63.332,-77.389
415.409,-13.308,376.007,0.000,63.332,-77.389
415.738,-13.306,375.994,0.000,63.332,-77.389
416.067,-13.306,375.994,0.000,63.332,-77.389
416.406,-13.305,376.000,0.000,63.332,-77.389
416.738,-13.306,376.001,0.000,63.332,-77.389
417.072,-13.307,375.998,0.000,63.332,-77.389
417.400,-13.309,375.999,0.000,63.332,-77.389
417.743,-13.310,376.001,0.000,63.332,-77.389
418.076,-13.312,375.994,0.000,63.332,-77.389
418.412,-13.315,375.983,0.000,63.332,-77.389
418.743,-13.319,375.996,0.000,63.332,-77.389
419.084,-13.322,375.997,0.000,63.332,-77.389
419.409,-13.325,375.985,0.000,63.332,-77.389
419.734,-13.328,375.980,0.000,63.332,-77.389
420.070,-13.328,375.979,0.000,63.332,-77.389
420.406,-13.327,375.985,0.000,63.332,-77.389
420.737,-13.326,375.973,0.000,63.332,-77.389
421.066,-13.323,375.963,0.000,63.332,-77.389
421.397,-13.317,375.965,0.000,63.332,-77.389
421.746,-13.310,375.977,0.000,63.332,-77.389
422.078,-13.310,375.971,0.000,63.332,-77.389
422.412,-13.311,375.968,0.000,63.332,-77.389
